artist,name,url,year,image,x
Edgar Degas,Woman in a Café,/en/edgar-degas/woman-in-a-caf%C3%A9,1877.0,https://uploads7.wikiart.org/images/edgar-degas/woman-in-a-café.jpg!Large.jpg,x
Edgar Degas,"Group of Dancers, Tree Décor",/en/edgar-degas/group-of-dancers-tree-d%C3%A9cor,1901.0,https://uploads1.wikiart.org/images/edgar-degas/group-of-dancers-tree-décor.jpg!Large.jpg,x
Eugene Delacroix,Léon Riesener,/en/eugene-delacroix/l%C3%A9on-riesener-1835,1835.0,https://uploads0.wikiart.org/images/eugene-delacroix/léon-riesener-1835(1).jpg!Large.jpg,x
Eugene Delacroix,Pietà,/en/eugene-delacroix/pieta-1837,1837.0,https://uploads0.wikiart.org/images/eugene-delacroix/pietà-1837(1).jpg,x
Eugene Delacroix,Christopher Columbus and His Son at La Rábida,/en/eugene-delacroix/christopher-columbus-and-his-son-at-la-r%C3%A1bida-1838,1838.0,https://uploads4.wikiart.org/images/eugene-delacroix/christopher-columbus-and-his-son-at-la-rábida-1838(1).jpg,x
Eugene Delacroix,Pietà,/en/eugene-delacroix/pieta-1850,1850.0,https://uploads1.wikiart.org/images/eugene-delacroix/pietà-1850(1).jpg!Large.jpg,x
Sonia Delaunay,Сouleurs idees,/en/sonia-delaunay/%D1%81ouleurs-idees,,https://uploads8.wikiart.org/images/sonia-delaunay/сouleurs-idees.jpg,x
Sonia Delaunay,Сouleurs idees,/en/sonia-delaunay/%D1%81ouleurs-idees-1,,https://uploads1.wikiart.org/images/sonia-delaunay/сouleurs-idees-1.jpg,x
Sonia Delaunay,Сouleurs idees,/en/sonia-delaunay/%D1%81ouleurs-idees-2,,https://uploads1.wikiart.org/images/sonia-delaunay/сouleurs-idees-2.jpg,x
Theo van Doesburg,Quérido,/en/theo-van-doesburg/qu%C3%A9rido-1910,1910.0,https://uploads0.wikiart.org/images/theo-van-doesburg/quérido-1910.jpg,x
Theo van Doesburg,Portrait of Pétro,/en/theo-van-doesburg/portrait-of-p%C3%A9tro,1922.0,https://uploads6.wikiart.org/images/theo-van-doesburg/portrait-of-pétro.jpg!Large.jpg,x
Theo van Doesburg,"Wrapper magazine ""Mécano - Blue, Blauw, Blau, Blue""",/en/theo-van-doesburg/wrapper-magazine-m%C3%A9cano-blue-blauw-blau-blue-1922,1922.0,https://uploads1.wikiart.org/images/theo-van-doesburg/wrapper-magazine-mécano-blue-blauw-blau-blue-1922.jpg,x
Theo van Doesburg,"Interior of the Café brasserie of the Aubette, Strasbourg, axonometry",/en/theo-van-doesburg/interior-of-the-caf%C3%A9-brasserie-of-the-aubette-strasbourg-axonometry-1926,1926.0,https://uploads7.wikiart.org/images/theo-van-doesburg/interior-of-the-café-brasserie-of-the-aubette-strasbourg-axonometry-1926.jpg!Large.jpg,x
Theo van Doesburg,Color design for walls and ceiling of the Ciné dancing in the Aubette,/en/theo-van-doesburg/color-design-for-walls-and-ceiling-of-the-cin%C3%A9-dancing-in-the-aubette,,https://uploads4.wikiart.org/images/theo-van-doesburg/color-design-for-walls-and-ceiling-of-the-ciné-dancing-in-the-aubette.jpg!Large.jpg,x
Theo van Doesburg,"Design for a house and studio for Bertalan Pór, elevations and plans",/en/theo-van-doesburg/design-for-a-house-and-studio-for-bertalan-p%C3%B3r-elevations-and-plans,,https://uploads2.wikiart.org/images/theo-van-doesburg/design-for-a-house-and-studio-for-bertalan-pór-elevations-and-plans.jpg!Large.jpg,x
Gustave Dore,Сorrida,/en/gustave-dore/%D1%81orrida-1860,1860.0,https://uploads5.wikiart.org/images/gustave-dore/сorrida-1860.jpg!Large.jpg,x
Gustave Dore,Illustration for Baron von Münchhausen,/en/gustave-dore/illustration-for-baron-von-m%C3%BCnchhausen-1862,1862.0,https://uploads0.wikiart.org/images/gustave-dore/illustration-for-baron-von-münchhausen-1862.jpg!Large.jpg,x
Gustave Dore,Eléphant,/en/gustave-dore/el%C3%A9phant,,https://uploads1.wikiart.org/images/gustave-dore/eléphant.jpg!Large.jpg,x
Duccio,Maestà,/en/duccio/maesta-1280,1280.0,https://uploads2.wikiart.org/images/duccio/maestà.jpg!Large.jpg,x
Marcel Duchamp,"Why not Sneeze, Rose Sélavy",/en/marcel-duchamp/why-not-sneeze-rose-s%C3%A9lavy-1921,1921.0,https://uploads7.wikiart.org/images/marcel-duchamp/why-not-sneeze-rose-sélavy-1921.jpg,x
Marcel Duchamp,"Please touch - Cover design for ""Le Surréalisme""",/en/marcel-duchamp/please-touch-cover-design-for-le-surr%C3%A9alisme-1947,1947.0,https://uploads8.wikiart.org/images/marcel-duchamp/please-touch-cover-design-for-le-surréalisme-1947.jpg!Large.jpg,x
Marcel Duchamp,"Female Fig Leaf - Cover design for ""Le Surréalisme""",/en/marcel-duchamp/female-fig-leaf-cover-design-for-le-surr%C3%A9alisme-1956,1956.0,https://uploads2.wikiart.org/images/marcel-duchamp/female-fig-leaf-cover-design-for-le-surréalisme-1956.jpg!Large.jpg,x
Albrecht Durer,Portrait Albrecht Dürer the Elder,/en/albrecht-durer/portrait-albrecht-d%C3%BCrer-the-elder-1490,1490.0,https://uploads6.wikiart.org/images/albrecht-durer/portrait-albrecht-dürer-the-elder-1490.jpg!Large.jpg,x
Albrecht Durer,Watermill at the montaсa,/en/albrecht-durer/watermill-at-the-monta%D1%81a,1490.0,https://uploads1.wikiart.org/images/albrecht-durer/watermill-at-the-montaсa.jpg!Large.jpg,x
Albrecht Durer,The Trefilería on Peignitz,/en/albrecht-durer/the-trefiler%C3%ADa-on-peignitz,1494.0,https://uploads3.wikiart.org/images/albrecht-durer/the-trefilería-on-peignitz.jpg!Large.jpg,x
Albrecht Durer,The Trefilería on Peignitz,/en/albrecht-durer/the-trefiler%C3%ADa-on-peignitz-1,1494.0,https://uploads5.wikiart.org/images/albrecht-durer/the-trefilería-on-peignitz-1.jpg!Large.jpg,x
Albrecht Durer,The open Fürlegerin with hair,/en/albrecht-durer/the-open-f%C3%BCrlegerin-with-hair-1497,1497.0,https://uploads2.wikiart.org/images/albrecht-durer/the-open-fürlegerin-with-hair-1497.jpg!Large.jpg,x
Albrecht Durer,Portrait of a woman (Agnes Dürer),/en/albrecht-durer/portrait-of-a-woman-agnes-d%C3%BCrer,1497.0,https://uploads8.wikiart.org/images/albrecht-durer/portrait-of-a-woman-agnes-dürer.jpg!Large.jpg,x
Albrecht Durer,Scheibenriß Tafelnde society and death,/en/albrecht-durer/scheibenri%C3%9F-tafelnde-society-and-death,1500.0,https://uploads6.wikiart.org/images/albrecht-durer/scheibenriß-tafelnde-society-and-death.jpg!Large.jpg,x
Albrecht Durer,"Endres Dürer, brother of the painter, in profile",/en/albrecht-durer/endres-d%C3%BCrer-brother-of-the-painter-in-profile,1514.0,https://uploads5.wikiart.org/images/albrecht-durer/endres-dürer-brother-of-the-painter-in-profile.jpg!Large.jpg,x
Albrecht Durer,"Portrait of Dürer Endres, brother of the painter",/en/albrecht-durer/portrait-of-d%C3%BCrer-endres-brother-of-the-painter,1514.0,https://uploads6.wikiart.org/images/albrecht-durer/portrait-of-dürer-endres-brother-of-the-painter.jpg!Large.jpg,x
Albrecht Durer,"Map of the Northern Sky with representations of the constellations, decorated with (clockwise) the astronomers Aratus Cilix, Ptolemaeus Aegyptus, Azophi Arabus (Addorrhaman al Sufi) and M. Manlius Romanus, designed by the Nuremberg mathematician and astronomer Konrad Heinfogel",/en/albrecht-durer/map-of-the-northern-sky-with-representations-of-the-constellations-decorated-with-clockwise-the-1515,1515.0,https://uploads5.wikiart.org/images/albrecht-durer/map-of-the-northern-sky-with-representations-of-the-constellations-decorated-with-clockwise-the-1515.jpg!Large.jpg,x
Albrecht Durer,St. Anna (Portrait of Agnes Dürer),/en/albrecht-durer/st-anna-portrait-of-agnes-d%C3%BCrer,1519.0,https://uploads8.wikiart.org/images/albrecht-durer/st-anna-portrait-of-agnes-dürer.jpg!Large.jpg,x
Albrecht Durer,A Young Girl of Cologne and Dürer's Wife,/en/albrecht-durer/a-young-girl-of-cologne-and-d%C3%BCrer-s-wife-1520,1520.0,https://uploads4.wikiart.org/images/albrecht-durer/a-young-girl-of-cologne-and-dürer-s-wife-1520.jpg!Large.jpg,x
Albrecht Durer,Agnes Dürerin in Dutch Tracht,/en/albrecht-durer/agnes-d%C3%BCrerin-in-dutch-tracht-1521,1521.0,https://uploads2.wikiart.org/images/albrecht-durer/agnes-dürerin-in-dutch-tracht-1521.jpg!Large.jpg,x
Albrecht Durer,Coat of Arms of the House of Dürer,/en/albrecht-durer/coat-of-arms-of-the-house-of-d%C3%BCrer-1523,1523.0,https://uploads7.wikiart.org/images/albrecht-durer/coat-of-arms-of-the-house-of-dürer-1523.jpg!Large.jpg,x
Albrecht Durer,Traumgesicht. Dürer dokumentiert einen seiner Albträume,/en/albrecht-durer/traumgesicht-d%C3%BCrer-dokumentiert-einen-seiner-albtr%C3%A4ume-1525,1525.0,https://uploads0.wikiart.org/images/albrecht-durer/traumgesicht-dürer-dokumentiert-einen-seiner-albträume-1525.jpg!Large.jpg,x
El Greco,Pietà (The Lamentation of Christ),/en/el-greco/pieta-the-lamentation-of-christ-1575,1575.0,https://uploads7.wikiart.org/images/el-greco/pietà-the-lamentation-of-christ-1575.jpg!Large.jpg,x
El Greco,"Allegory, boy lighting candle in the company of an ape and a fool - Fábula",/en/el-greco/allegory-boy-lighting-candle-in-the-company-of-an-ape-and-a-fool-f%C3%A1bula,1590.0,https://uploads6.wikiart.org/images/el-greco/allegory-boy-lighting-candle-in-the-company-of-an-ape-and-a-fool-fábula.jpg!Large.jpg,x
El Greco,Pietà,/en/el-greco/pieta-1592,1592.0,https://uploads3.wikiart.org/images/el-greco/pietà.jpg!Large.jpg,x
El Greco,Portrait of a Cardinal (Probably Cardinal Don Fernando Niño de Guevara),/en/el-greco/portrait-of-a-cardinal-probably-cardinal-don-fernando-ni%C3%B1o-de-guevara,1598.0,https://uploads4.wikiart.org/images/el-greco/portrait-of-a-cardinal-probably-cardinal-don-fernando-niño-de-guevara.jpg!Large.jpg,x
Max Ernst,Gala Éluard,/en/max-ernst/gala-%C3%A9luard-1924,1924.0,https://uploads6.wikiart.org/images/max-ernst/gala-éluard-1924.jpg!Large.jpg,x
Henri Fantin-Latour,Scene from Tannhäuser,/en/henri-fantin-latour/scene-from-tannh%C3%A4user-1864,1864.0,https://uploads7.wikiart.org/images/henri-fantin-latour/scene-from-tannhäuser-1864.jpg,x
Henri Fantin-Latour,Portrait of Édouard Manet,/en/henri-fantin-latour/portrait-of-%C3%A9douard-manet-1867,1867.0,https://uploads3.wikiart.org/images/henri-fantin-latour/portrait-of-édouard-manet-1867.jpg!Large.jpg,x
Henri Fantin-Latour,Portrait of Madame Léon Maître,/en/henri-fantin-latour/portrait-of-madame-leon-maitre-1882,1882.0,https://uploads3.wikiart.org/images/henri-fantin-latour/portrait-of-madame-léon-maître.jpg!Large.jpg,x
Henri Fantin-Latour,Danaé,/en/henri-fantin-latour/dana%C3%A9,,https://uploads5.wikiart.org/images/henri-fantin-latour/danaé.jpg!Large.jpg,x
Jean Fouquet,Hours of Vaucé,/en/jean-fouquet/hours-of-vauc%C3%A9,1460.0,https://uploads7.wikiart.org/images/jean-fouquet/hours-of-vaucé.jpg!Large.jpg,x
Jean-Honore Fragonard,Portrait of François Henri d`Harcourt,/en/jean-honore-fragonard/portrait-of-fran%C3%A7ois-henri-d-harcourt,1769.0,https://uploads2.wikiart.org/images/jean-honore-fragonard/portrait-of-françois-henri-d-harcourt.jpg,x
Jean-Honore Fragonard,Castle Nègrepeliss,/en/jean-honore-fragonard/castle-n%C3%A8grepeliss,1773.0,https://uploads2.wikiart.org/images/jean-honore-fragonard/castle-nègrepeliss.jpg!Large.jpg,x
Thomas Gainsborough,Portrait of Sarah Kirby (née Bull) and John Joshua Kirby,/en/thomas-gainsborough/portrait-of-sarah-kirby-n%C3%A9e-bull-and-john-joshua-kirby,1752.0,https://uploads0.wikiart.org/images/thomas-gainsborough/portrait-of-sarah-kirby-née-bull-and-john-joshua-kirby.jpg!Large.jpg,x
Paul Gauguin,"Night café, Arles",/en/paul-gauguin/night-caf%C3%A9-arles-1888,1888.0,https://uploads5.wikiart.org/images/paul-gauguin/night-café-arles-1888.jpg!Large.jpg,x
Paul Gauguin,Self-Portrait with Portrait of Émile Bernard (Les misérables),/en/paul-gauguin/self-portrait-dedicated-to-vincent-van-gogh-les-mis%C3%A9rables-1888,1888.0,https://uploads2.wikiart.org/images/paul-gauguin/self-portrait-dedicated-to-vincent-van-gogh-les-misérables-1888.jpg!Large.jpg,x
Giorgione,Pastoral Concert (Fête champêtre),/en/giorgione/pastoral-concert-f%C3%AAte-champ%C3%AAtre-1509,1509.0,https://uploads7.wikiart.org/pastoral-concert-fête-champêtre-1509(2).jpg!Large.jpg,x
Francisco Goya,Portait of Maria Teresa de Borbón y Vallabriga,/en/francisco-goya/portait-of-maria-teresa-de-borb%C3%B3n-y-vallabriga,1783.0,https://uploads5.wikiart.org/images/francisco-goya/portait-of-maria-teresa-de-borbón-y-vallabriga.jpg!Large.jpg,x
Francisco Goya,Wife of Juan Agustín Ceán Bermúdez,/en/francisco-goya/wife-of-juan-agust%C3%ADn-ce%C3%A1n-berm%C3%BAdez,1785.0,https://uploads2.wikiart.org/images/francisco-goya/wife-of-juan-agustín-ceán-bermúdez.jpg!Large.jpg,x
Francisco Goya,María Luisa of Parma wearing panniers,/en/francisco-goya/mar%C3%ADa-luisa-of-parma-wearing-panniers-1789,1789.0,https://uploads1.wikiart.org/images/francisco-goya/maría-luisa-of-parma-wearing-panniers-1789.jpg!Large.jpg,x
Francisco Goya,Martín Zapater,/en/francisco-goya/mart%C3%ADn-zapater-1797,1797.0,https://uploads5.wikiart.org/images/francisco-goya/martín-zapater-1797.jpg!Large.jpg,x
Francisco Goya,Asensio Juliá,/en/francisco-goya/asensio-juli%C3%A1,1798.0,https://uploads8.wikiart.org/images/francisco-goya/asensio-juliá.jpg!Large.jpg,x
Francisco Goya,Queen María Luisa Wearing a Mantilla,/en/francisco-goya/queen-mar%C3%ADa-luisa-wearing-a-mantilla-1799,1799.0,https://uploads0.wikiart.org/images/francisco-goya/queen-maría-luisa-wearing-a-mantilla-1799.jpg!Large.jpg,x
Francisco Goya,Portrait of Don José Queralto,/en/francisco-goya/portrait-of-don-jos%C3%A9-queralto,1802.0,https://uploads6.wikiart.org/images/francisco-goya/portrait-of-don-josé-queralto.jpg!Large.jpg,x
Francisco Goya,"Dona María Tomasa Palafox, The Marquesa de Villafranca Painting her Husband",/en/francisco-goya/dona-mar%C3%ADa-tomasa-palafox-the-marquesa-de-villafranca-painting-her-husband-1804,1804.0,https://uploads2.wikiart.org/images/francisco-goya/dona-maría-tomasa-palafox-the-marquesa-de-villafranca-painting-her-husband-1804.jpg!Large.jpg,x
Francisco Goya,Antonia Zárate,/en/francisco-goya/antonia-z%C3%A1rate,1805.0,https://uploads0.wikiart.org/images/francisco-goya/antonia-zárate.jpg!Large.jpg,x
Francisco Goya,"Portrait of José Antonio, Marqués de Caballero",/en/francisco-goya/portrait-of-jos%C3%A9-antonio-marqu%C3%A9s-de-caballero-1807,1807.0,https://uploads0.wikiart.org/images/francisco-goya/portrait-of-josé-antonio-marqués-de-caballero-1807.jpg!Large.jpg,x
Francisco Goya,The Speed and Daring of Juanito Apiñani in the Ring of Madrid,/en/francisco-goya/the-speed-and-daring-of-juanito-api%C3%B1ani-in-the-ring-of-madrid-1816,1816.0,https://uploads7.wikiart.org/images/francisco-goya/the-speed-and-daring-of-juanito-apiñani-in-the-ring-of-madrid-1816.jpg!Large.jpg,x
Francisco Goya,Tubercio Pérez Cuervo,/en/francisco-goya/tubercio-p%C3%A9rez-cuervo-1820,1820.0,https://uploads3.wikiart.org/images/francisco-goya/tubercio-pérez-cuervo-1820.jpg!Large.jpg,x
Francisco Goya,Infante Don Sebastián Gabriel de Borbón y Braganza,/en/francisco-goya/infante-don-sebasti%C3%A1n-gabriel-de-borb%C3%B3n-y-braganza-1822,1822.0,https://uploads5.wikiart.org/images/francisco-goya/infante-don-sebastián-gabriel-de-borbón-y-braganza-1822.jpg!Large.jpg,x
Francisco Goya,Poet Moratín,/en/francisco-goya/poet-morat%C3%ADn-1824,1824.0,https://uploads3.wikiart.org/images/francisco-goya/poet-moratín-1824.jpg!Large.jpg,x
Matthias Grünewald,Coburg Panel,/en/matthias-grunewald/coburg-panel-1500,1500.0,https://uploads2.wikiart.org/images/matthias-grünewald/coburg-panel.jpg!Large.jpg,x
Matthias Grünewald,Last Supper (Coburg Panel),/en/matthias-grunewald/last-supper-coburg-panel-1500,1500.0,https://uploads5.wikiart.org/images/matthias-grünewald/last-supper-coburg-panel.jpg!Large.jpg,x
Matthias Grünewald,Saint Agnes of Rome (Coburg Panel),/en/matthias-grunewald/saint-agnes-of-rome-coburg-panel-1500,1500.0,https://uploads4.wikiart.org/images/matthias-grünewald/saint-agnes-of-rome-coburg-panel.jpg!Large.jpg,x
Matthias Grünewald,Crucifixion,/en/matthias-grunewald/crucifixion-1502,1502.0,https://uploads6.wikiart.org/images/matthias-grünewald/crucifixion-1502.jpg!Large.jpg,x
Matthias Grünewald,The Mocking of Christ,/en/matthias-grunewald/the-mocking-of-christ-1503,1503.0,https://uploads7.wikiart.org/images/matthias-grünewald/the-mocking-of-christ-1503.jpg!Large.jpg,x
Matthias Grünewald,Calvary,/en/matthias-grunewald/calvary-1508,1508.0,https://uploads2.wikiart.org/images/matthias-grünewald/calvary-1508.jpg!Large.jpg,x
Matthias Grünewald,Heller Altarpiece,/en/matthias-grunewald/heller-altarpiece-1509,1509.0,https://uploads3.wikiart.org/images/matthias-grünewald/heller-altarpiece-1509.jpg!Large.jpg,x
Matthias Grünewald,Heller Altarpiece (detail),/en/matthias-grunewald/heller-altarpiece-detail-1509,1509.0,https://uploads1.wikiart.org/images/matthias-grünewald/heller-altarpiece-detail-1509.jpg!Large.jpg,x
Matthias Grünewald,Heller Altarpiece (detail),/en/matthias-grunewald/heller-altarpiece-detail-1509-0,1509.0,https://uploads3.wikiart.org/images/matthias-grünewald/heller-altarpiece-detail-1509-1.jpg!Large.jpg,x
Matthias Grünewald,Heller Altarpiece (detail),/en/matthias-grunewald/heller-altarpiece-detail-1509-2,1509.0,https://uploads3.wikiart.org/images/matthias-grünewald/heller-altarpiece-detail-1509-2.jpg!Large.jpg,x
Matthias Grünewald,Heller Altarpiece (detail),/en/matthias-grunewald/heller-altarpiece-detail-1509-3,1509.0,https://uploads3.wikiart.org/images/matthias-grünewald/heller-altarpiece-detail-1509-3.jpg!Large.jpg,x
Matthias Grünewald,Heller Altarpiece (detail from central part),/en/matthias-grunewald/heller-altarpiece-detail-from-central-part,1509.0,https://uploads5.wikiart.org/images/matthias-grünewald/heller-altarpiece-detail-from-central-part.jpg!Large.jpg,x
Matthias Grünewald,The Small Crucifixion,/en/matthias-grunewald/the-small-crucifixion-1510,1510.0,https://uploads2.wikiart.org/images/matthias-grünewald/the-small-crucifixion.jpg!Large.jpg,x
Matthias Grünewald,An Apostle from the Transfiguration,/en/matthias-grunewald/an-apostle-from-the-transfiguration-1511,1511.0,https://uploads7.wikiart.org/images/matthias-grünewald/an-apostle-from-the-transfiguration.jpg!Large.jpg,x
Matthias Grünewald,An Apostle from the Transfiguration,/en/matthias-grunewald/an-apostle-from-the-transfiguration-1511-0,1511.0,https://uploads0.wikiart.org/images/matthias-grünewald/an-apostle-from-the-transfiguration-1.jpg!Large.jpg,x
Matthias Grünewald,Complaining Pharisee,/en/matthias-grunewald/complaining-pharisee-1511,1511.0,https://uploads1.wikiart.org/images/matthias-grünewald/complaining-pharisee.jpg!Large.jpg,x
Matthias Grünewald,Heller Altarpiece (detail),/en/matthias-grunewald/heller-altarpiece-detail-1511,1511.0,https://uploads5.wikiart.org/images/matthias-grünewald/heller-altarpiece-detail.jpg!Large.jpg,x
Matthias Grünewald,Heller Altarpiece (detail),/en/matthias-grunewald/heller-altarpiece-detail-1511-0,1511.0,https://uploads7.wikiart.org/images/matthias-grünewald/heller-altarpiece-detail-1.jpg!Large.jpg,x
Matthias Grünewald,Heller Altarpiece (detail),/en/matthias-grunewald/heller-altarpiece-detail-1511-1,1511.0,https://uploads7.wikiart.org/images/matthias-grünewald/heller-altarpiece-detail-2.jpg!Large.jpg,x
Matthias Grünewald,Heller Altarpiece (detail),/en/matthias-grunewald/heller-altarpiece-detail-1511-2,1511.0,https://uploads7.wikiart.org/images/matthias-grünewald/heller-altarpiece-detail-3.jpg!Large.jpg,x
Matthias Grünewald,Heller Altarpiece (detail),/en/matthias-grunewald/heller-altarpiece-detail-1511-3,1511.0,https://uploads7.wikiart.org/images/matthias-grünewald/heller-altarpiece-detail-4.jpg!Large.jpg,x
Matthias Grünewald,Heller Altarpiece (detail),/en/matthias-grunewald/heller-altarpiece-detail-1511-4,1511.0,https://uploads7.wikiart.org/images/matthias-grünewald/heller-altarpiece-detail-5.jpg!Large.jpg,x
Matthias Grünewald,Moses,/en/matthias-grunewald/moses-1511,1511.0,https://uploads4.wikiart.org/images/matthias-grünewald/moses.jpg!Large.jpg,x
Matthias Grünewald,St. Elizabeth and a Saint Woman with Palm,/en/matthias-grunewald/st-elizabeth-and-a-saint-woman-with-palm-1511,1511.0,https://uploads8.wikiart.org/images/matthias-grünewald/st-elizabeth-and-a-saint-woman-with-palm-1511.jpg!Large.jpg,x
Matthias Grünewald,St. Elizabeth of Hungary,/en/matthias-grunewald/st-elizabeth-of-hungary-1511,1511.0,https://uploads0.wikiart.org/images/matthias-grünewald/st-elizabeth-of-hungary-1511.jpg!Large.jpg,x
Matthias Grünewald,St. Lawrence and St. Cyricus,/en/matthias-grunewald/st-lawrence-and-st-cyricus-1511,1511.0,https://uploads3.wikiart.org/images/matthias-grünewald/st-lawrence-and-st-cyricus-1511.jpg!Large.jpg,x
Matthias Grünewald,St. Lucy (c.283-c.304),/en/matthias-grunewald/st-lucy-c-283-c-304-1511,1511.0,https://uploads0.wikiart.org/images/matthias-grünewald/st-lucy-c-283-c-304.jpg!Large.jpg,x
Matthias Grünewald,Study of an Apostle,/en/matthias-grunewald/study-of-an-apostle-1511,1511.0,https://uploads0.wikiart.org/images/matthias-grünewald/study-of-an-apostle.jpg!Large.jpg,x
Matthias Grünewald,Drapery Study,/en/matthias-grunewald/drapery-study-1512,1512.0,https://uploads3.wikiart.org/images/matthias-grünewald/drapery-study.jpg!Large.jpg,x
Matthias Grünewald,Upper arm Study,/en/matthias-grunewald/forearm-study-1514,1514.0,https://uploads8.wikiart.org/images/matthias-grünewald/forearm-study-1514.jpg!Large.jpg,x
Matthias Grünewald,Portrait of Guido Guersi,/en/matthias-grunewald/portrait-of-guido-guersi-1514,1514.0,https://uploads1.wikiart.org/images/matthias-grünewald/portrait-of-guido-guersi-1514.jpg!Large.jpg,x
Matthias Grünewald,Praying Woman,/en/matthias-grunewald/praying-woman-1514,1514.0,https://uploads8.wikiart.org/images/matthias-grünewald/praying-woman-1514.jpg!Large.jpg,x
Matthias Grünewald,Forearm Study,/en/matthias-grunewald/upper-arm-study-1514,1514.0,https://uploads1.wikiart.org/images/matthias-grünewald/upper-arm-study-1514.jpg!Large.jpg,x
Matthias Grünewald,Virgin of the Annunciation,/en/matthias-grunewald/virgin-of-the-annunciation-1514,1514.0,https://uploads3.wikiart.org/images/matthias-grünewald/virgin-of-the-annunciation-1514.jpg!Large.jpg,x
Matthias Grünewald,Virgin of the Annunciation,/en/matthias-grunewald/virgin-of-the-annunciation-1514-0,1514.0,https://uploads5.wikiart.org/images/matthias-grünewald/virgin-of-the-annunciation-1514-1.jpg!Large.jpg,x
Matthias Grünewald,Weeping Woman,/en/matthias-grunewald/weeping-woman-1514,1514.0,https://uploads8.wikiart.org/images/matthias-grünewald/weeping-woman-1514.jpg!Large.jpg,x
Matthias Grünewald,Woman Looking Up,/en/matthias-grunewald/woman-looking-up-1514,1514.0,https://uploads2.wikiart.org/images/matthias-grünewald/woman-looking-up-1514.jpg!Large.jpg,x
Matthias Grünewald,Woman with Open Robe,/en/matthias-grunewald/woman-with-open-robe-1514,1514.0,https://uploads6.wikiart.org/images/matthias-grünewald/woman-with-open-robe-1514.jpg!Large.jpg,x
Matthias Grünewald,Annunciation (detail),/en/matthias-grunewald/annunciation-detail-1515,1515.0,https://uploads5.wikiart.org/images/matthias-grünewald/annunciation-detail-1515.jpg!Large.jpg,x
Matthias Grünewald,Annunciation and Resurrection,/en/matthias-grunewald/annunciation-and-resurrection-1515,1515.0,https://uploads1.wikiart.org/images/matthias-grünewald/annunciation-and-resurrection.jpg!Large.jpg,x
Matthias Grünewald,Christ on the Cross (detail from the central Crucifixion panel of the Isenheim Altarpiece),/en/matthias-grunewald/christ-on-the-cross-detail-from-the-central-crucifixion-panel-of-the-isenheim-altarpiece-1515,1515.0,https://uploads5.wikiart.org/images/matthias-grünewald/christ-on-the-cross-detail-from-the-central-crucifixion-panel-of-the-isenheim-altarpiece.jpg,x
Matthias Grünewald,Concert of Angels (detail from the cental left Crucifixion panel of the Isenheim Altarpiece),/en/matthias-grunewald/concert-of-angels-detail-from-the-cental-left-crucifixion-panel-of-the-isenheim-altarpiece-1515,1515.0,https://uploads4.wikiart.org/images/matthias-grünewald/concert-of-angels-detail-from-the-cental-left-crucifixion-panel-of-the-isenheim-altarpiece-1515.jpg!Large.jpg,x
Matthias Grünewald,Detail from The Concert of Angels,/en/matthias-grunewald/detail-from-the-concert-of-angels-1515,1515.0,https://uploads1.wikiart.org/images/matthias-grünewald/detail-from-the-concert-of-angels-1515.jpg!Large.jpg,x
Matthias Grünewald,Entombment (detail from The bottom of The first view of the Isenheim Altar),/en/matthias-grunewald/entombment-detail-from-the-bottom-of-the-first-view-of-the-isenheim-altar-1515,1515.0,https://uploads5.wikiart.org/images/matthias-grünewald/entombment-detail-from-the-bottom-of-the-first-view-of-the-isenheim-altar-1515.jpg!Large.jpg,x
Matthias Grünewald,Isenheim Altarpiece (third view),/en/matthias-grunewald/isenheim-altarpiece-third-view-1515,1515.0,https://uploads2.wikiart.org/images/matthias-grünewald/isenheim-altarpiece-third-view.jpg!Large.jpg,x
Matthias Grünewald,Kneeling King with Two Angels,/en/matthias-grunewald/kneeling-king-with-two-angels-1515,1515.0,https://uploads1.wikiart.org/images/matthias-grünewald/kneeling-king-with-two-angels.jpg!Large.jpg,x
Matthias Grünewald,Mary with the Child and Young St. John,/en/matthias-grunewald/mary-with-the-child-and-young-st-john-1515,1515.0,https://uploads0.wikiart.org/images/matthias-grünewald/mary-with-the-child-and-young-st-john.jpg!Large.jpg,x
Matthias Grünewald,St. Anthony Visiting St .Paul the Hermit in the Desert (detail),/en/matthias-grunewald/st-anthony-visiting-st-paul-the-hermit-in-the-desert-detail-1515,1515.0,https://uploads0.wikiart.org/images/matthias-grünewald/st-anthony-visiting-st-paul-the-hermit-in-the-desert-detail-1515.jpg!Large.jpg,x
Matthias Grünewald,St. John in the Forest,/en/matthias-grunewald/st-john-in-the-forest-1515,1515.0,https://uploads2.wikiart.org/images/matthias-grünewald/st-john-in-the-forest.jpg!Large.jpg,x
Matthias Grünewald,St. Sebastian,/en/matthias-grunewald/st-sebastian-1515,1515.0,https://uploads2.wikiart.org/images/matthias-grünewald/st-sebastian.jpg!Large.jpg,x
Matthias Grünewald,Suffering Man (detail from The Temptation of St. Anthony),/en/matthias-grunewald/suffering-man-detail-from-the-temptation-of-st-anthony-1515,1515.0,https://uploads4.wikiart.org/images/matthias-grünewald/suffering-man-detail-from-the-temptation-of-st-anthony-1515.jpg!Large.jpg,x
